,Date,Theme,Sentiment,Newspaper
12587,30/11/15,aadhaar_based_schemes,positive,Indian Express
12588,30/03/16,aadhaar_based_schemes,negative,Indian Express
12589,13/04/16,macroeconomic_policy,positive,Indian Express
12590,14/04/16,aadhaar_based_schemes,negative,Indian Express
12591,18/04/16,enrolment_process,negative,Indian Express
12592,25/05/16,aadhaar_based_schemes,negative,Indian Express
12593,13/06/16,aadhaar_based_schemes,positive,Indian Express
12594,21/06/16,aadhaar_based_schemes,neutral,Indian Express
12595,27/06/16,aadhaar_based_schemes,positive,Indian Express
12596,28/06/16,judiciary_right_to_privacy,positive,Indian Express
12597,29/07/16,e-governance,positive,Indian Express
12598,30/07/16,e-governance,positive,Indian Express
12599,03/09/16,aadhaar_based_schemes,positive,Indian Express
12600,10/09/16,e-governance,positive,Indian Express
12601,13/09/16,aadhaar_based_schemes,positive,Indian Express
12602,15/09/16,aadhaar_based_schemes,positive,Indian Express
12603,16/09/16,enrolment_process,negative,Indian Express
12604,01/10/16,e-governance,positive,Indian Express
12605,06/10/16,e-governance,positive,Indian Express
12606,15/10/16,aadhaar_based_schemes,positive,Indian Express
12607,16/10/16,e-governance,negative,Indian Express
12608,04/11/16,aadhaar_based_schemes,positive,Indian Express
12609,13/11/16,e-governance,positive,Indian Express
12610,14/11/16,aadhaar_based_schemes,positive,Indian Express
12611,28/11/16,aadhaar_based_schemes,positive,Indian Express
12612,28/11/16,e-governance,neutral,Indian Express
12613,28/11/16,aadhaar_based_schemes,positive,Indian Express
12614,01/12/16,e-governance,positive,Indian Express
12615,01/12/16,e-governance,positive,Indian Express
12616,02/12/16,aadhaar_based_schemes,positive,Indian Express
12617,02/12/16,e-governance,positive,Indian Express
12618,02/12/16,enrolment_process,negative,Indian Express
12619,06/12/16,aadhaar_based_schemes,positive,Indian Express
12620,19/12/16,digital_stack,positive,Indian Express
12621,20/12/16,aadhaar_based_schemes,neutral,Indian Express
12622,20/12/16,e-governance,positive,Indian Express
12623,29/12/16,e-governance,negative,Indian Express
12624,30/12/16,e-governance,positive,Indian Express
12625,03/01/17,e-governance,neutral,Indian Express
12626,05/01/17,aadhaar_based_schemes,negative,Indian Express
12627,07/01/17,e-governance,positive,Indian Express
12628,10/01/17,digital_stack,positive,Indian Express
12629,10/01/17,aadhaar_based_schemes,negative,Indian Express
12630,18/01/17,aadhaar_based_schemes,positive,Indian Express
12631,17/02/17,e-governance,positive,Indian Express
12632,01/03/17,e-governance,positive,Indian Express
12633,02/03/17,e-governance,positive,Indian Express
12634,04/03/17,e-governance,positive,Indian Express
12635,05/03/17,e-governance,positive,Indian Express
12636,08/03/17,e-governance,positive,Indian Express
12637,10/03/17,aadhaar_based_schemes,neutral,Indian Express
12638,10/03/17,e-governance,positive,Indian Express
12639,21/03/17,e-governance,neutral,Indian Express
12640,22/03/17,aadhaar_based_schemes,positive,Indian Express
12641,22/03/17,aadhaar_based_schemes,neutral,Indian Express
12642,23/03/17,enrolment_process,positive,Indian Express
12643,24/03/17,e-governance,positive,Indian Express
12644,10/04/17,enrolment_process,negative,Indian Express
12645,13/04/17,aadhaar_based_schemes,neutral,Indian Express
12646,18/04/17,aadhaar_based_schemes,positive,Indian Express
12647,21/04/17,aadhaar_based_schemes,positive,Indian Express
12648,26/04/17,aadhaar_based_schemes,positive,Indian Express
12649,27/04/17,aadhaar_based_schemes,neutral,Indian Express
12650,27/04/17,aadhaar_based_schemes,positive,Indian Express
12651,02/05/17,aadhaar_based_schemes,positive,Indian Express
12652,04/05/17,aadhaar_based_schemes,positive,Indian Express
12653,07/05/17,aadhaar_based_schemes,negative,Indian Express
12654,08/05/17,aadhaar_based_schemes,negative,Indian Express
12655,11/05/17,enrolment_process,positive,Indian Express
12656,14/05/17,macroeconomic_policy,negative,Indian Express
12657,19/05/17,aadhaar_based_schemes,positive,Indian Express
12658,22/05/17,aadhaar_based_schemes,negative,Indian Express
12659,24/05/17,aadhaar_based_schemes,positive,Indian Express
12660,24/05/17,e-governance,positive,Indian Express
12661,27/05/17,aadhaar_based_schemes,positive,Indian Express
12662,28/05/17,crime,positive,Indian Express
12663,29/05/17,e-governance,neutral,Indian Express
12664,29/05/17,e-governance,positive,Indian Express
12665,31/05/17,aadhaar_based_schemes,negative,Indian Express
12666,01/06/17,aadhaar_based_schemes,positive,Indian Express
12667,06/06/17,e-governance,neutral,Indian Express
12668,17/06/17,aadhaar_based_schemes,positive,Indian Express
12669,02/07/17,e-governance,positive,Indian Express
12670,04/07/17,aadhaar_based_schemes,positive,Indian Express
12671,11/07/17,aadhaar_based_schemes,positive,Indian Express
12672,20/07/17,aadhaar_based_schemes,positive,Indian Express
12673,21/07/17,aadhaar_based_schemes,positive,Indian Express
12674,25/07/17,aadhaar_based_schemes,positive,Indian Express
12675,25/07/17,aadhaar_based_schemes,positive,Indian Express
12676,01/08/17,aadhaar_based_schemes,positive,Indian Express
12677,03/08/17,e-governance,neutral,Indian Express
12678,04/08/17,financial_inclusion,neutral,Indian Express
12679,09/08/17,e-governance,positive,Indian Express
12680,22/08/17,aadhaar_based_schemes,positive,Indian Express
12681,25/08/17,aadhaar_based_schemes,negative,Indian Express
12682,29/08/17,e-governance,positive,Indian Express
12683,31/08/17,e-governance,positive,Indian Express
12684,09/09/17,aadhaar_based_schemes,positive,Indian Express
12685,13/09/17,e-governance,positive,Indian Express
12686,15/09/17,aadhaar_based_schemes,negative,Indian Express
12687,18/09/17,aadhaar_based_schemes,negative,Indian Express
12688,27/09/17,aadhaar_based_schemes,negative,Indian Express
12689,28/09/17,e-governance,negative,Indian Express
12690,29/09/17,e-governance,positive,Indian Express
12691,10/10/17,e-governance,positive,Indian Express
12692,11/10/17,aadhaar_based_schemes,negative,Indian Express
12693,11/10/17,aadhaar_based_schemes,positive,Indian Express
12694,13/10/17,aadhaar_based_schemes,positive,Indian Express
12695,13/10/17,e-governance,positive,Indian Express
12696,24/10/17,aadhaar_based_schemes,positive,Indian Express
12697,28/10/17,aadhaar_based_schemes,positive,Indian Express
12698,30/10/17,aadhaar_based_schemes,positive,Indian Express
12699,31/10/17,e-governance,negative,Indian Express
12700,02/11/17,aadhaar_based_schemes,negative,Indian Express
12701,02/11/17,aadhaar_based_schemes,neutral,Indian Express
12702,06/11/17,aadhaar_based_schemes,positive,Indian Express
12703,16/11/17,e-governance,neutral,Indian Express
12704,17/11/17,aadhaar_based_schemes,negative,Indian Express
12705,24/11/17,aadhaar_based_schemes,positive,Indian Express
12706,24/11/17,e-governance,neutral,Indian Express
12707,25/11/17,aadhaar_political_debates,negative,Indian Express
12708,01/12/17,e-governance,positive,Indian Express
12709,15/12/17,aadhaar_based_schemes,negative,Indian Express
12710,16/12/17,aadhaar_based_schemes,positive,Indian Express
12711,20/12/17,aadhaar_based_schemes,neutral,Indian Express
12712,21/12/17,e-governance,positive,Indian Express
12713,27/12/17,aadhaar_based_schemes,neutral,Indian Express
12714,27/12/17,aadhaar_based_schemes,positive,Indian Express
12715,02/01/18,aadhaar_based_schemes,negative,Indian Express
12716,05/01/18,enrolment_process,positive,Indian Express
12717,05/01/18,aadhaar_based_schemes,positive,Indian Express
12718,06/01/18,e-governance,positive,Indian Express
12719,15/01/18,aadhaar_based_schemes,positive,Indian Express
12720,16/01/18,aadhaar_based_schemes,positive,Indian Express
12721,18/01/18,aadhaar_based_schemes,positive,Indian Express
12722,20/01/18,e-governance,negative,Indian Express
12723,23/01/18,aadhaar_based_schemes,negative,Indian Express
12724,24/01/18,aadhaar_based_schemes,positive,Indian Express
12725,01/02/18,aadhaar_based_schemes,positive,Indian Express
12726,01/02/18,e-governance,positive,Indian Express
12727,06/02/18,e-governance,neutral,Indian Express
12728,06/02/18,crime,positive,Indian Express
12729,09/02/18,aadhaar_based_schemes,positive,Indian Express
12730,10/02/18,aadhaar_based_schemes,negative,Indian Express
12731,10/02/18,aadhaar_based_schemes,positive,Indian Express
12732,10/02/18,e-governance,positive,Indian Express
12733,16/02/18,aadhaar_based_schemes,positive,Indian Express
12734,23/02/18,aadhaar_based_schemes,positive,Indian Express
12735,24/02/18,e-governance,positive,Indian Express
12736,04/03/18,enrolment_process,neutral,Indian Express
12737,08/03/18,aadhaar_based_schemes,positive,Indian Express
12738,11/03/18,e-governance,positive,Indian Express
12739,12/03/18,aadhaar_based_schemes,positive,Indian Express
12740,13/03/18,aadhaar_based_schemes,positive,Indian Express
12741,16/03/18,e-governance,negative,Indian Express
12742,17/03/18,aadhaar_based_schemes,positive,Indian Express
12743,21/03/18,aadhaar_based_schemes,negative,Indian Express
12744,23/03/18,aadhaar_based_schemes,neutral,Indian Express
12745,26/03/18,aadhaar_based_schemes,negative,Indian Express
12746,28/03/18,aadhaar_based_schemes,negative,Indian Express
12747,29/03/18,e-governance,neutral,Indian Express
12748,31/03/18,e-governance,positive,Indian Express
12749,05/04/18,e-governance,positive,Indian Express
12750,05/04/18,digital_stack,positive,Indian Express
12751,06/04/18,aadhaar_based_schemes,positive,Indian Express
12752,11/04/18,aadhaar_based_schemes,negative,Indian Express
12753,11/04/18,e-governance,positive,Indian Express
12754,12/04/18,aadhaar_based_schemes,positive,Indian Express
12755,15/04/18,aadhaar_based_schemes,positive,Indian Express
12756,17/04/18,aadhaar_based_schemes,positive,Indian Express
12757,17/04/18,e-governance,positive,Indian Express
12758,19/04/18,e-governance,positive,Indian Express
12759,20/04/18,aadhaar_based_schemes,neutral,Indian Express
12760,29/04/18,aadhaar_based_schemes,negative,Indian Express
12761,29/04/18,aadhaar_based_schemes,positive,Indian Express
12762,30/04/18,aadhaar_based_schemes,positive,Indian Express
12763,03/05/18,aadhaar_based_schemes,negative,Indian Express
12764,04/05/18,e-governance,positive,Indian Express
12765,10/05/18,aadhaar_based_schemes,positive,Indian Express
12766,16/05/18,aadhaar_based_schemes,neutral,Indian Express
12767,16/03/13,macroeconomic_policy,negative,Indian Express
12768,10/04/13,macroeconomic_policy,negative,Indian Express
12769,21/06/13,macroeconomic_policy,neutral,Indian Express
12770,29/06/13,macroeconomic_policy,negative,Indian Express
12771,07/09/13,macroeconomic_policy,positive,Indian Express
12772,17/10/13,macroeconomic_policy,negative,Indian Express
12773,28/02/14,enrolment_process,negative,Indian Express
12774,23/12/14,macroeconomic_policy,positive,Indian Express
12775,24/12/14,macroeconomic_policy,positive,Indian Express
12776,23/03/15,macroeconomic_policy,negative,Indian Express
12777,25/04/15,e-governance,positive,Indian Express
12778,04/06/15,enrolment_process,negative,Indian Express
12779,14/06/15,macroeconomic_policy,negative,Indian Express
12780,23/07/15,e-governance,positive,Indian Express
12781,22/12/15,crime,negative,Indian Express
12782,05/04/16,macroeconomic_policy,negative,Indian Express
12783,11/05/16,aadhaar_based_schemes,neutral,Indian Express
12784,20/05/16,crime,negative,Indian Express
12785,12/08/16,macroeconomic_policy,negative,Indian Express
12786,04/09/16,macroeconomic_policy,negative,Indian Express
12787,11/09/16,macroeconomic_policy,positive,Indian Express
12788,18/09/16,macroeconomic_policy,negative,Indian Express
12789,29/09/16,macroeconomic_policy,negative,Indian Express
12790,22/11/16,macroeconomic_policy,negative,Indian Express
12791,24/11/16,macroeconomic_policy,neutral,Indian Express
12792,05/12/16,macroeconomic_policy,positive,Indian Express
12793,31/12/16,digital_stack,positive,Indian Express
12794,13/01/17,crime,negative,Indian Express
12795,03/02/17,crime,negative,Indian Express
12796,03/03/17,e-governance,positive,Indian Express
12797,09/03/17,crime,negative,Indian Express
12798,24/03/17,aadhaar_based_schemes,negative,Indian Express
12799,24/05/17,macroeconomic_policy,negative,Indian Express
12800,28/05/17,crime,negative,Indian Express
12801,09/06/17,macroeconomic_policy,negative,Indian Express
12802,11/06/17,crime,negative,Indian Express
12803,16/06/17,macroeconomic_policy,negative,Indian Express
12804,12/07/17,crime,negative,Indian Express
12805,28/07/17,e-governance,negative,Indian Express
12806,30/07/17,macroeconomic_policy,positive,Indian Express
12807,02/08/17,e-governance,positive,Indian Express
12808,05/08/17,macroeconomic_policy,negative,Indian Express
12809,07/08/17,macroeconomic_policy,positive,Indian Express
12810,19/08/17,macroeconomic_policy,positive,Indian Express
12811,20/08/17,crime,negative,Indian Express
12812,27/08/17,macroeconomic_policy,negative,Indian Express
12813,27/08/17,macroeconomic_policy,negative,Indian Express
12814,03/09/17,macroeconomic_policy,negative,Indian Express
12815,09/09/17,macroeconomic_policy,neutral,Indian Express
12816,10/09/17,macroeconomic_policy,negative,Indian Express
12817,27/09/17,macroeconomic_policy,negative,Indian Express
12818,06/10/17,macroeconomic_policy,negative,Indian Express
12819,07/10/17,macroeconomic_policy,negative,Indian Express
12820,21/10/17,macroeconomic_policy,negative,Indian Express
12821,22/10/17,macroeconomic_policy,negative,Indian Express
12822,22/10/17,macroeconomic_policy,negative,Indian Express
12823,23/10/17,aadhaar_based_subsidies,negative,Indian Express
12824,23/10/17,macroeconomic_policy,negative,Indian Express
12825,30/10/17,macroeconomic_policy,negative,Indian Express
12826,08/11/17,macroeconomic_policy,negative,Indian Express
12827,09/11/17,macroeconomic_policy,negative,Indian Express
12828,10/11/17,macroeconomic_policy,negative,Indian Express
12829,10/11/17,macroeconomic_policy,negative,Indian Express
12830,18/11/17,macroeconomic_policy,negative,Indian Express
12831,21/11/17,aadhaar_based_schemes,negative,Indian Express
12832,23/11/17,macroeconomic_policy,negative,Indian Express
12833,06/12/17,aadhaar_based_schemes,positive,Indian Express
12834,08/12/17,macroeconomic_policy,negative,Indian Express
12835,10/12/17,macroeconomic_policy,negative,Indian Express
12836,30/12/17,macroeconomic_policy,negative,Indian Express
12837,30/12/17,macroeconomic_policy,negative,Indian Express
12838,31/12/17,macroeconomic_policy,negative,Indian Express
12839,02/01/18,macroeconomic_policy,negative,Indian Express
12840,02/01/18,aadhaar_based_schemes,positive,Indian Express
12841,03/01/18,macroeconomic_policy,negative,Indian Express
12842,05/01/18,macroeconomic_policy,positive,Indian Express
12843,14/01/18,macroeconomic_policy,positive,Indian Express
12844,21/01/18,macroeconomic_policy,positive,Indian Express
12845,22/01/18,macroeconomic_policy,negative,Indian Express
12846,23/01/18,macroeconomic_policy,negative,Indian Express
12847,24/01/18,crime,negative,Indian Express
12848,24/01/18,macroeconomic_policy,negative,Indian Express
12849,10/02/18,macroeconomic_policy,negative,Indian Express
12850,11/02/18,aadhaar_based_schemes,negative,Indian Express
12851,11/02/18,aadhaar_political_debates,positive,Indian Express
12852,14/02/18,macroeconomic_policy,negative,Indian Express
12853,16/02/18,macroeconomic_policy,negative,Indian Express
12854,18/02/18,macroeconomic_policy,negative,Indian Express
12855,24/02/18,e-governance,negative,Indian Express
12856,07/03/18,macroeconomic_policy,negative,Indian Express
12857,11/03/18,macroeconomic_policy,negative,Indian Express
12858,25/03/18,macroeconomic_policy,positive,Indian Express
12859,04/04/18,crime,positive,Indian Express
12860,06/04/18,crime,negative,Indian Express
12861,08/04/18,macroeconomic_policy,negative,Indian Express
12862,09/04/18,macroeconomic_policy,negative,Indian Express
12863,09/04/18,macroeconomic_policy,negative,Indian Express
12864,11/04/18,macroeconomic_policy,negative,Indian Express
12865,13/04/18,aadhaar_based_subsidies,positive,Indian Express
12866,15/04/18,macroeconomic_policy,positive,Indian Express
12867,18/04/18,macroeconomic_policy,negative,Indian Express
12868,22/04/18,crime,negative,Indian Express
12869,25/04/18,aadhaar_based_schemes,positive,Indian Express
12870,25/04/18,macroeconomic_policy,negative,Indian Express
12871,01/05/18,macroeconomic_policy,negative,Indian Express
12872,13/05/18,crime,negative,Indian Express
12873,16/05/18,macroeconomic_policy,negative,Indian Express
12874,18/01/13,macroeconomic_policy,neutral,Mint News
12875,23/08/13,aadhaar_based_schemes,positive,Mint News
12876,05/10/13,aadhaar_based_schemes,positive,Mint News
12877,14/12/13,aadhaar_based_subsidies,positive,Mint News
12878,30/01/14,aadhaar_based_schemes,positive,Mint News
12879,30/01/14,aadhaar_based_schemes,positive,Mint News
12880,31/01/14,e-governance,positive,Mint News
12881,04/02/14,macroeconomic_policy,positive,Mint News
12882,13/02/14,macroeconomic_policy,positive,Mint News
12883,22/02/14,aadhaar_based_subsidies,neutral,Mint News
12884,12/08/14,aadhaar_based_subsidies,positive,Mint News
12885,29/12/15,aadhaar_based_subsidies,positive,Mint News
12886,26/08/16,aadhaar_based_subsidies,positive,Mint News
12887,05/10/16,aadhaar_based_schemes,positive,Mint News
12888,08/10/12,aadhaar_based_schemes,positive,Mint News
12889,12/10/12,aadhaar_based_schemes,positive,Mint News
12890,19/10/12,aadhaar_based_schemes,positive,Mint News
12891,20/10/12,aadhaar_based_schemes,positive,Mint News
12892,20/10/12,aadhaar_based_schemes,positive,Mint News
12893,22/10/12,aadhaar_based_schemes,negative,Mint News
12894,26/11/12,digital_stack,positive,Mint News
12895,27/11/12,aadhaar_based_schemes,positive,Mint News
12896,27/11/12,aadhaar_based_schemes,positive,Mint News
12897,28/11/12,aadhaar_based_schemes,positive,Mint News
12898,29/11/12,aadhaar_political_debates,positive,Mint News
12899,30/11/12,aadhaar_political_debates,positive,Mint News
12900,03/12/12,aadhaar_based_schemes,positive,Mint News
12901,07/12/12,aadhaar_based_schemes,positive,Mint News
12902,11/12/12,aadhaar_based_schemes,positive,Mint News
12903,12/12/12,aadhaar_political_debates,positive,Mint News
12904,13/12/12,aadhaar_based_schemes,positive,Mint News
12905,17/12/12,aadhaar_based_schemes,positive,Mint News
12906,21/12/12,aadhaar_based_schemes,positive,Mint News
12907,21/12/12,aadhaar_based_schemes,positive,Mint News
12908,21/12/12,aadhaar_based_schemes,positive,Mint News
12909,27/12/12,aadhaar_based_schemes,positive,Mint News
12910,01/01/13,aadhaar_based_schemes,positive,Mint News
12911,02/01/13,aadhaar_based_schemes,positive,Mint News
12912,11/01/13,aadhaar_based_schemes,neutral,Mint News
12913,17/01/13,aadhaar_based_schemes,positive,Mint News
12914,13/02/13,aadhaar_based_schemes,positive,Mint News
12915,20/02/13,aadhaar_based_schemes,positive,Mint News
12916,26/02/13,e-governance,positive,Mint News
12917,27/02/13,aadhaar_based_schemes,positive,Mint News
12918,28/02/13,aadhaar_based_schemes,positive,Mint News
12919,05/03/13,aadhaar_based_schemes,positive,Mint News
12920,14/03/13,aadhaar_based_schemes,positive,Mint News
12921,19/03/13,aadhaar_based_schemes,positive,Mint News
12922,25/03/13,aadhaar_based_schemes,positive,Mint News
12923,05/04/13,aadhaar_based_schemes,positive,Mint News
12924,06/04/13,aadhaar_based_schemes,positive,Mint News
12925,19/04/13,aadhaar_based_schemes,positive,Mint News
12926,29/04/13,aadhaar_based_schemes,positive,Mint News
12927,08/08/13,aadhaar_based_schemes,positive,Mint News
12928,08/08/13,aadhaar_based_schemes,positive,Mint News
12929,30/08/13,aadhaar_based_schemes,positive,Mint News
12930,14/12/13,e-governance,positive,Mint News
12931,14/03/14,aadhaar_based_schemes,positive,Mint News
12932,01/04/14,aadhaar_based_schemes,positive,Mint News
12933,11/04/14,aadhaar_based_schemes,positive,Mint News
12934,12/04/14,aadhaar_based_schemes,positive,Mint News
12935,03/12/14,macroeconomic_policy,positive,Mint News
12936,25/12/14,aadhaar_based_schemes,positive,Mint News
12937,24/02/15,aadhaar_based_schemes,positive,Mint News
12938,25/02/15,aadhaar_based_schemes,positive,Mint News
12939,26/02/15,aadhaar_based_schemes,positive,Mint News
12940,28/02/15,aadhaar_based_schemes,negative,Mint News
12941,28/02/15,macroeconomic_policy,positive,Mint News
12942,06/03/15,aadhaar_based_schemes,positive,Mint News
12943,17/04/15,macroeconomic_policy,positive,Mint News
12944,13/08/15,aadhaar_based_schemes,positive,Mint News
12945,01/10/15,aadhaar_based_schemes,positive,Mint News
12946,02/10/15,aadhaar_based_subsidies,positive,Mint News
12947,06/10/15,aadhaar_based_schemes,positive,Mint News
12948,28/01/16,macroeconomic_policy,positive,Mint News
12949,12/02/16,aadhaar_based_schemes,positive,Mint News
12950,26/02/16,aadhaar_based_schemes,positive,Mint News
12951,29/02/16,aadhaar_based_schemes,positive,Mint News
12952,02/03/16,aadhaar_based_schemes,positive,Mint News
12953,02/04/16,aadhaar_based_schemes,positive,Mint News
12954,05/04/16,data_security,positive,Mint News
12955,09/08/16,macroeconomic_policy,positive,Mint News
12956,15/08/16,aadhaar_based_schemes,positive,Mint News
12957,16/01/17,e-governance,negative,Mint News
12958,26/01/17,macroeconomic_policy,positive,Mint News
12959,30/01/17,macroeconomic_policy,positive,Mint News
12960,31/01/17,macroeconomic_policy,neutral,Mint News
12961,01/02/17,aadhaar_based_schemes,neutral,Mint News
12962,07/04/17,aadhaar_based_schemes,negative,Mint News
12963,10/08/17,aadhaar_based_schemes,positive,Mint News
12964,18/10/17,aadhaar_based_subsidies,positive,Mint News
12965,20/02/18,aadhaar_based_schemes,positive,Mint News
12966,27/03/18,aadhaar_based_schemes,positive,Mint News
12967,20/08/13,financial_inclusion,positive,Mint News
12968,26/12/15,enrolment_process,positive,Mint News
12969,03/08/16,enrolment_process,positive,Mint News
12970,14/10/16,enrolment_process,positive,Mint News
12971,23/10/17,digital_stack,positive,Mint News
12972,16/11/12,aadhaar_based_schemes,negative,Mint News
12973,16/11/12,aadhaar_based_schemes,positive,Mint News
12974,17/11/12,financial_inclusion,positive,Mint News
12975,12/12/12,financial_inclusion,positive,Mint News
12976,01/08/13,financial_inclusion,positive,Mint News
12977,24/10/13,financial_inclusion,positive,Mint News
12978,10/12/13,macroeconomic_policy,positive,Mint News
12979,08/01/14,financial_inclusion,positive,Mint News
12980,12/01/14,financial_inclusion,positive,Mint News
12981,29/12/14,financial_inclusion,positive,Mint News
12982,04/01/15,digital_stack,positive,Mint News
12983,02/02/15,digital_stack,positive,Mint News
12984,10/10/15,digital_stack,positive,Mint News
12985,19/10/15,financial_inclusion,positive,Mint News
12986,09/12/15,macroeconomic_policy,positive,Mint News
12987,15/12/15,digital_stack,positive,Mint News
12988,28/12/15,e-governance,positive,Mint News
12989,28/12/15,digital_stack,positive,Mint News
12990,29/12/15,financial_inclusion,positive,Mint News
12991,29/02/16,financial_inclusion,positive,Mint News
12992,27/04/16,financial_inclusion,positive,Mint News
12993,10/08/16,e-governance,positive,Mint News
12994,07/11/16,digital_stack,positive,Mint News
12995,14/11/16,macroeconomic_policy,neutral,Mint News
12996,21/11/16,digital_stack,positive,Mint News
12997,23/11/16,digital_stack,positive,Mint News
12998,23/11/16,digital_stack,positive,Mint News
12999,24/11/16,digital_stack,negative,Mint News
13000,28/11/16,digital_stack,positive,Mint News
13001,30/11/16,financial_inclusion,positive,Mint News
13002,04/12/16,digital_stack,positive,Mint News
13003,18/12/16,e-governance,positive,Mint News
13004,13/01/17,digital_stack,positive,Mint News
13005,13/01/17,digital_stack,positive,Mint News
13006,17/01/17,digital_stack,positive,Mint News
13007,31/01/17,digital_stack,positive,Mint News
13008,08/02/17,financial_inclusion,positive,Mint News
13009,16/02/17,financial_inclusion,positive,Mint News
13010,10/04/17,financial_inclusion,positive,Mint News
13011,21/10/17,e-governance,positive,Mint News
13012,08/11/17,digital_stack,positive,Mint News
13013,14/11/17,data_security,positive,Mint News
13014,05/12/17,financial_inclusion,positive,Mint News
13015,09/01/18,crime,positive,Mint News
13016,15/01/18,digital_stack,positive,Mint News
13017,29/03/18,digital_stack,positive,Mint News
13018,21/04/18,financial_inclusion,positive,Mint News
13019,25/04/18,crime,negative,Mint News
13020,02/08/18,financial_inclusion,positive,Mint News
13021,19/11/12,digital_stack,positive,Mint News
13022,07/12/12,aadhaar_based_schemes,positive,Mint News
13023,31/12/12,macroeconomic_policy,negative,Mint News
13024,12/01/13,macroeconomic_policy,negative,Mint News
13025,17/01/13,aadhaar_based_schemes,positive,Mint News
13026,16/02/13,macroeconomic_policy,positive,Mint News
13027,09/04/13,digital_stack,positive,Mint News
13028,09/12/13,digital_stack,positive,Mint News
13029,10/01/14,e-governance,positive,Mint News
13030,20/01/14,digital_stack,positive,Mint News
13031,15/08/14,macroeconomic_policy,positive,Mint News
13032,29/08/14,macroeconomic_policy,positive,Mint News
13033,09/10/14,macroeconomic_policy,positive,Mint News
13034,20/10/14,macroeconomic_policy,positive,Mint News
13035,12/11/14,macroeconomic_policy,positive,Mint News
13036,14/11/14,macroeconomic_policy,positive,Mint News
13037,13/12/14,macroeconomic_policy,positive,Mint News
13038,26/12/14,aadhaar_political_debates,positive,Mint News
13039,21/01/15,macroeconomic_policy,positive,Mint News
13040,03/02/15,macroeconomic_policy,positive,Mint News
13041,02/03/15,aadhaar_political_debates,positive,Mint News
13042,02/03/15,aadhaar_based_schemes,positive,Mint News
13043,02/03/15,macroeconomic_policy,positive,Mint News
13044,09/03/15,macroeconomic_policy,positive,Mint News
13045,17/03/15,digital_stack,positive,Mint News
13046,13/08/15,macroeconomic_policy,negative,Mint News
13047,13/08/15,aadhaar_based_schemes,positive,Mint News
13048,26/08/15,aadhaar_based_schemes,neutral,Mint News
13049,18/10/15,macroeconomic_policy,positive,Mint News
13050,02/11/15,macroeconomic_policy,positive,Mint News
13051,05/11/15,macroeconomic_policy,negative,Mint News
13052,12/12/15,macroeconomic_policy,positive,Mint News
13053,01/01/16,digital_stack,positive,Mint News
13054,06/01/16,macroeconomic_policy,positive,Mint News
13055,18/01/16,macroeconomic_policy,negative,Mint News
13056,10/02/16,macroeconomic_policy,positive,Mint News
13057,23/02/16,money_laundering,positive,Mint News
13058,26/02/16,macroeconomic_policy,positive,Mint News
13059,29/02/16,aadhaar_based_schemes,positive,Mint News
13060,29/02/16,macroeconomic_policy,positive,Mint News
13061,02/03/16,macroeconomic_policy,positive,Mint News
13062,10/03/16,aadhaar_based_schemes,positive,Mint News
13063,28/03/16,macroeconomic_policy,positive,Mint News
13064,01/04/16,macroeconomic_policy,positive,Mint News
13065,12/04/16,macroeconomic_policy,negative,Mint News
13066,12/04/16,money_laundering,positive,Mint News
13067,13/04/16,macroeconomic_policy,positive,Mint News
13068,26/04/16,digital_stack,positive,Mint News
13069,29/04/16,macroeconomic_policy,positive,Mint News
13070,03/08/16,macroeconomic_policy,neutral,Mint News
13071,12/08/16,macroeconomic_policy,positive,Mint News
13072,15/08/16,macroeconomic_policy,positive,Mint News
13073,15/08/16,macroeconomic_policy,positive,Mint News
13074,17/08/16,macroeconomic_policy,positive,Mint News
13075,24/08/16,macroeconomic_policy,positive,Mint News
13076,25/08/16,macroeconomic_policy,positive,Mint News
13077,30/08/16,macroeconomic_policy,positive,Mint News
13078,03/10/16,aadhaar_political_debates,positive,Mint News
13079,10/10/16,digital_stack,positive,Mint News
13080,14/10/16,digital_stack,positive,Mint News
13081,27/10/16,aadhaar_based_schemes,negative,Mint News
13082,28/11/16,digital_stack,positive,Mint News
13083,01/12/16,digital_stack,positive,Mint News
13084,05/12/16,aadhaar_political_debates,positive,Mint News
13085,12/12/16,macroeconomic_policy,positive,Mint News
13086,13/12/16,macroeconomic_policy,positive,Mint News
13087,14/12/16,digital_stack,positive,Mint News
13088,16/12/16,digital_stack,positive,Mint News
13089,23/12/16,digital_stack,positive,Mint News
13090,05/01/17,digital_stack,positive,Mint News
13091,10/01/17,e-governance,positive,Mint News
13092,04/02/17,macroeconomic_policy,positive,Mint News
13093,09/02/17,macroeconomic_policy,positive,Mint News
13094,09/02/17,data_security,positive,Mint News
13095,16/02/17,macroeconomic_policy,negative,Mint News
13096,19/02/17,digital_stack,positive,Mint News
13097,10/03/17,macroeconomic_policy,positive,Mint News
13098,11/03/17,aadhaar_political_debates,positive,Mint News
13099,14/03/17,aadhaar_political_debates,negative,Mint News
13100,27/03/17,macroeconomic_policy,negative,Mint News
13101,29/03/17,macroeconomic_policy,positive,Mint News
13102,07/04/17,macroeconomic_policy,positive,Mint News
13103,10/04/17,data_security,positive,Mint News
13104,10/04/17,macroeconomic_policy,positive,Mint News
13105,12/04/17,macroeconomic_policy,positive,Mint News
